File Name,Abies,Acer,Alnus,Betula,Cleared,Fagus,Fraxinus,Larix,Picea,Pinus,Populus,Prunus,Pseudotsuga,Quercus,Tilia
Quercus_petraea_8_84233_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Picea_abies_4_49197_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Picea_abies_3_48372_WEFL_NLF.tif,,,,,,,,,0.91661,,,,,,
Betula_spec._1_16970_WEFL_NLF.tif,,,,0.96561,,0.01527,,0.01913,,,,,,,
Larix_decidua_4_35347_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Acer_pseudoplatanus_2_7973_WEFL_NLF.tif,,0.23482,,,,0.39091,,,,,,,,,
Alnus_spec._1_10909_WEFL_NLF.tif,,,0.8547,,,,,,0.07652,,,,,,
Betula_spec._1_17363_WEFL_NLF.tif,,,0.02892,0.97108,,,,,,,,,,,
Betula_spec._3_19210_WEFL_NLF.tif,,,,0.96131,0.03869,,,,,,,,,,
Quercus_petraea_3_82980_WEFL_NLF.tif,,,,,,,0.00712,,0.07115,,,,,0.89281,
Abies_alba_2_3075_WEFL_NLF.tif,0.98386,,,,,,,,0.01614,,,,,,
Quercus_petraea_3_83923_WEFL_NLF.tif,,,,,,0.05203,,,0.0243,,,,0.00394,0.91973,
Alnus_spec._3_14933_WEFL_NLF.tif,0.29479,,0.4625,,,,,,0.2427,,,,,,
Fraxinus_excelsior_2_32968_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Cleared_0_21945_WEFL_NLF.tif,,,,,0.24084,,,,,0.75881,,,0.00035,,
Quercus_robur_8_88770_WEFL_NLF.tif,,,,,,,,0.02878,,0.05425,,,,0.15509,
Picea_abies_5_47063_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Acer_pseudoplatanus_9_8338_WEFL_NLF.tif,,1,,,,,,,,,,,,,
Pinus_sylvestris_4_64244_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Pseudotsuga_menziesii_3_79679_WEFL_NLF.tif,,,,,,,,0.02526,,,,,0.97474,,
Betula_spec._1_17682_WEFL_NLF.tif,,,,1,,,,,,,,,,,
Cleared_0_20358_WEFL_NLF.tif,,,,,0.89822,,,,,,,,,,
Picea_abies_3_48151_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Picea_abies_5_45921_WEFL_NLF.tif,,,,,,0.13358,,,0.86642,,,,,,
Pinus_sylvestris_4_63447_WEFL_NLF.tif,,,,,,0.00613,,,,0.95998,,,0.03389,,
Pinus_strobus_3_57399_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fagus_sylvatica_10_26130_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Betula_spec._2_18796_WEFL_NLF.tif,0.17127,,,0.55668,,,,,,,,,,0.27204,
Quercus_petraea_3_80391_WEFL_NLF.tif,,,,,,,,,,,,,0.00868,0.99132,
Betula_spec._3_18221_WEFL_NLF.tif,,,,1,,,,,,,,,,,
Pinus_sylvestris_4_60498_WEFL_NLF.tif,,,,0.10503,,,,,,0.89497,,,,,
Quercus_rubra_4_92670_WEFL_NLF.tif,,,,,,,,,0.07649,,,,,0.83041,
Quercus_robur_3_89387_WEFL_NLF.tif,,,,,,0.10516,,,,0.08423,,,,0.8106,
Cleared_0_22461_WEFL_NLF.tif,,,,,0.29849,0.53978,,0.00906,0.11243,,,,,,
Pinus_sylvestris_4_62357_WEFL_NLF.tif,,,,,,,,0.09212,,0.90788,,,,,
Fagus_sylvatica_6_26454_WEFL_NLF.tif,,,,,,0.77625,,0.18051,,,,,,0.04324,
Pseudotsuga_menziesii_4_76455_WEFL_NLF.tif,,,,,,,,,,,,,0.79949,0.06839,
Pinus_sylvestris_4_62922_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Quercus_petraea_3_80452_WEFL_NLF.tif,,,,,,,,,,,,,0.04109,0.95891,
Quercus_robur_5_88531_WEFL_NLF.tif,,,,,,,,,,,,,0.35854,0.33665,
Fagus_sylvatica_5_28463_WEFL_NLF.tif,,,,,,0.71283,,,0.28717,,,,,,
Fagus_sylvatica_8_29975_WEFL_NLF.tif,,,,,0.01767,0.98233,,,,,,,,,
Quercus_petraea_2_83781_WEFL_NLF.tif,,,,,,,,,,,,,,0.94079,
Pseudotsuga_menziesii_2_76720_WEFL_NLF.tif,0.06104,,,,,,,,,0.03614,,,0.60195,,
Fagus_sylvatica_3_29406_WEFL_NLF.tif,,,,,,0.70504,,,,,,,,,
Cleared_0_20209_WEFL_NLF.tif,,,,,0.73491,0.24947,,,,,,,,,
Pinus_sylvestris_4_62697_WEFL_NLF.tif,,,,,,,,,,0.9319,,,0.0681,,
Fraxinus_excelsior_2_32050_WEFL_NLF.tif,,,0.29297,,,,0.70703,,,,,,,,
Cleared_0_24445_WEFL_NLF.tif,,,,,0.61762,,,,0.38238,,,,,,
Fraxinus_excelsior_5_33413_WEFL_NLF.tif,,,0.14614,,,,0.83279,,,,,,,,
Prunus_spec._2_74858_WEFL_NLF.tif,,,,,,,,,,,,0.997,,,
Alnus_spec._9_14294_WEFL_NLF.tif,,,0.77423,,,,,,0.22577,,,,,,
Betula_spec._2_18804_WEFL_NLF.tif,,,,0.46566,,0.11733,,,,,,,0.19879,0.21822,
Fagus_sylvatica_5_27232_WEFL_NLF.tif,,,,,,0.92422,0.04662,,,0.02916,,,,,
Cleared_0_22183_WEFL_NLF.tif,,,,0.79294,0.20706,,,,,,,,,,
Fagus_sylvatica_7_27044_WEFL_NLF.tif,,0.03696,,,,0.81492,,,,,,,,0.04389,
Acer_pseudoplatanus_3_7391_WEFL_NLF.tif,,0.87159,,,,0.12841,,,,,,,,,
Picea_abies_3_46210_WEFL_NLF.tif,,,,,,,,,0.99115,0.00885,,,,,
Fraxinus_excelsior_1_33110_WEFL_NLF.tif,,0.1192,,,,0.01112,0.86968,,,,,,,,
Larix_decidua_0_35864_WEFL_NLF.tif,,,,,,0.04118,,0.90521,0.05361,,,,,,
Quercus_petraea_2_82548_WEFL_NLF.tif,,,,,,0.49738,,,,,,,,0.50262,
Alnus_spec._4_13411_WEFL_NLF.tif,,,0.86033,,0.00388,0.07554,,0.06026,,,,,,,
Pinus_sylvestris_3_64379_WEFL_NLF.tif,,,,,,,,,,0.91779,,,,,
Pinus_sylvestris_4_61697_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Cleared_0_21119_WEFL_NLF.tif,,,,,0.56516,0.30839,,,,0.12645,,,,,
Larix_decidua_2_35931_WEFL_NLF.tif,,,,0.06319,,,,0.93681,,,,,,,
Picea_abies_3_46080_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Pinus_strobus_4_55873_WEFL_NLF.tif,,,,,,,,,,0.89437,,,,,
Quercus_robur_3_85581_WEFL_NLF.tif,0.01998,,,,0.08509,0.04954,,,,,,,,0.84539,
Quercus_rubra_1_92427_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Larix_decidua_3_37975_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Betula_spec._2_16467_WEFL_NLF.tif,,,,0.29844,,0.3685,,,,,,,,,
Acer_pseudoplatanus_2_7538_WEFL_NLF.tif,,0.8187,,,,,,,,,,,0.03314,0.02732,
Alnus_spec._5_13175_WEFL_NLF.tif,,,0.97072,,,,,,,,,,,,
Fagus_sylvatica_7_27437_WEFL_NLF.tif,,,,,,0.98877,,,,,,,,,
Larix_decidua_4_37397_WEFL_NLF.tif,,,,,,,,0.98975,0.01025,,,,,,
Pinus_sylvestris_7_63516_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Picea_abies_3_49476_WEFL_NLF.tif,,,,,,0.11169,,,0.88831,,,,,,
Prunus_spec._2_71361_WEFL_NLF.tif,,,,,,,,,,0.08118,,0.91882,,,
Populus_spec._3_69450_WEFL_NLF.tif,,,,,,,,,,,1,,,,
Pinus_sylvestris_3_61318_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fraxinus_excelsior_3_30284_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Quercus_robur_5_85555_WEFL_NLF.tif,,,,,0.17369,,,,,0.08869,,,,0.32363,
Acer_pseudoplatanus_1_9215_WEFL_NLF.tif,,0.94127,,,,0.05873,,,,,,,,,
Quercus_robur_5_88388_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Acer_pseudoplatanus_9_6932_WEFL_NLF.tif,,0.86989,,,,,,,,,,,,0.13011,
Acer_pseudoplatanus_1_9616_WEFL_NLF.tif,,0.98548,,,,,,,0.01452,,,,,,
Alnus_spec._3_10255_WEFL_NLF.tif,,,1,,,,,,,,,,,,
Acer_pseudoplatanus_3_8098_WEFL_NLF.tif,,0.93671,,,,,,0.06329,,,,,,,
Fraxinus_excelsior_3_34186_WEFL_NLF.tif,,,,,,,0.4266,,,,,,,,
Pinus_sylvestris_4_60182_WEFL_NLF.tif,,,,,,,,,,0.98623,,,,0.01377,
Cleared_0_22900_WEFL_NLF.tif,,,,0.23001,0.76999,,,,,,,,,,
Picea_abies_3_45813_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Pseudotsuga_menziesii_2_78414_WEFL_NLF.tif,,,,,,,,,,0.23382,,,0.76618,,
Picea_abies_9_49296_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Quercus_petraea_3_80302_WEFL_NLF.tif,,,0.25798,,,,,,,,,,,0.74202,
Quercus_robur_3_86975_WEFL_NLF.tif,,,,,,,,,,,,,0.00747,0.89019,
Acer_pseudoplatanus_3_5714_WEFL_NLF.tif,,0.71813,,,,,,,0.1632,0.11793,,,,,
Fagus_sylvatica_6_25098_WEFL_NLF.tif,,,,,0.17188,0.63189,,,,,,,,0.19623,
Quercus_petraea_3_80640_WEFL_NLF.tif,,,,,,,,,,,,,,0.94305,
Cleared_0_22557_WEFL_NLF.tif,,,,0.16485,0.72981,,,0.10528,,,,,,5.00E-05,
Picea_abies_3_48636_WEFL_NLF.tif,0.01515,,,,,,,,0.96221,,,,,,
Fagus_sylvatica_1_26528_WEFL_NLF.tif,,0.02184,,,,0.97594,,,,,,,,0.00223,
Betula_spec._3_18518_WEFL_NLF.tif,,,,0.8372,,0.06948,,,,,,,,0.09332,
Acer_pseudoplatanus_4_6540_WEFL_NLF.tif,,0.90668,,,,,,,0.09332,,,,,,
Pinus_sylvestris_4_62630_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Pinus_sylvestris_9_64668_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Cleared_0_22890_WEFL_NLF.tif,0.09694,,,,0.85447,,,,,,,,,0.04859,
Picea_abies_4_47421_WEFL_NLF.tif,,,,0.32714,,,,0.0888,0.47008,0.11399,,,,,
Larix_kaempferi_4_40120_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Quercus_robur_7_85975_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Pinus_sylvestris_4_61292_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Acer_pseudoplatanus_4_5117_WEFL_NLF.tif,,0.77677,,,,0.08882,,,0.13441,,,,,,
Quercus_robur_7_85437_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Pseudotsuga_menziesii_3_75160_WEFL_NLF.tif,,,,,,,,0.00409,,,,,0.99591,,
Quercus_rubra_4_94865_WEFL_NLF.tif,,,,,,,,,,0.09038,,,,0.90962,
Betula_spec._2_19178_WEFL_NLF.tif,,,,0.90834,,,,,,0.09166,,,,,
Acer_pseudoplatanus_2_7123_WEFL_NLF.tif,,0.46901,,,,,,,,0.53099,,,,,
Quercus_rubra_3_92803_WEFL_NLF.tif,,,,,,,,,,,,,,0.00082,
Betula_spec._2_18941_WEFL_NLF.tif,,,,0.91633,,,,,,,,,,,
Prunus_spec._2_72803_WEFL_NLF.tif,,,,,,0.17386,,,,,,0.82614,,,
Quercus_rubra_2_92965_WEFL_NLF.tif,,,,,,0.03778,,,,,,,,0.96222,
Larix_kaempferi_4_42044_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Fagus_sylvatica_1_28828_WEFL_NLF.tif,,,,,,0.74065,,,0.09756,,,,,0.1618,
Betula_spec._4_17345_WEFL_NLF.tif,,,,0.76055,,0.11446,,,,,,,,0.125,
Pinus_nigra_3_52378_WEFL_NLF.tif,,,,,,,,0.09107,,0.90893,,,,,
Fagus_sylvatica_4_29146_WEFL_NLF.tif,,,,,,0.73978,,,,0.26022,,,,,
Pseudotsuga_menziesii_2_79457_WEFL_NLF.tif,,,,,,,,,,,,,1,,
Fagus_sylvatica_2_27246_WEFL_NLF.tif,,,,,,0.92519,,,,,,,,,
Quercus_robur_6_87061_WEFL_NLF.tif,,,,,,,,,0.02087,,,,,0.97913,
Pinus_sylvestris_6_60648_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Cleared_0_22581_WEFL_NLF.tif,,,,,0.78589,,,,,0.21411,,,,,
Quercus_rubra_4_92479_WEFL_NLF.tif,,,,,,0.06838,,,,,,,,0.93162,
Picea_abies_3_45829_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Pinus_sylvestris_9_64931_WEFL_NLF.tif,,,,,,,,,,0.99912,,,,,
Quercus_robur_2_88048_WEFL_NLF.tif,,,,,0.08143,,,,,,,,,0.91687,
Quercus_robur_8_85302_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Fraxinus_excelsior_8_30663_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Fagus_sylvatica_8_25901_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Quercus_robur_3_85545_WEFL_NLF.tif,,,,,,,,,0.04288,,,,,0.95712,
Alnus_spec._4_12585_WEFL_NLF.tif,,,0.93647,,,,,,0.00422,0.05931,,,,,
Fraxinus_excelsior_4_30883_WEFL_NLF.tif,,,,,,0.05236,0.87525,,,,,,,,
Pinus_sylvestris_5_63729_WEFL_NLF.tif,0.01883,,,,,0.0329,,,,0.94827,,,,,
Pinus_sylvestris_6_61464_WEFL_NLF.tif,,,,,,,,,0.08778,0.91222,,,,,
Acer_pseudoplatanus_1_7127_WEFL_NLF.tif,,0.76056,,,,0.09546,,,,,,0.14398,,,
Picea_abies_2_47182_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Quercus_rubra_3_90579_WEFL_NLF.tif,,,,,,,,,,0.09407,,,,0.90593,
Prunus_spec._1_74795_WEFL_NLF.tif,,,,,,,,,,,,0.84707,,0.15293,
Pinus_sylvestris_3_60794_WEFL_NLF.tif,,,,,,,,,,0.93188,,,0.06812,,
Larix_kaempferi_4_42280_WEFL_NLF.tif,,,,,,,,0.93189,,0.06811,,,,,
Quercus_robur_7_89917_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Pseudotsuga_menziesii_3_78470_WEFL_NLF.tif,,,,,0.01747,,,,,,,,0.98253,,
Betula_spec._3_19814_WEFL_NLF.tif,0.13479,,,0.84011,,,,,,,,,,0.02509,
Betula_spec._4_18770_WEFL_NLF.tif,,,,0.79895,,0.20105,,,,,,,,,
Abies_alba_2_3224_WEFL_NLF.tif,1,,,,,,,,,,,,,,
Alnus_spec._7_13636_WEFL_NLF.tif,,0.27675,0.72325,,,,,,,,,,,,
Pinus_sylvestris_3_64012_WEFL_NLF.tif,,,,,0.10282,,,,,0.89718,,,,,
Cleared_0_20832_WEFL_NLF.tif,,,,,0.66245,0.17086,,,0.12863,,,,,,
Quercus_robur_8_88014_WEFL_NLF.tif,,,,,,,,,0.01042,,,,,0.98958,
Quercus_rubra_4_94259_WEFL_NLF.tif,,,,,,0.01969,,,,0.0619,,,,0.91841,
Pinus_nigra_5_52375_WEFL_NLF.tif,,,,,0.16671,,,,,0.83329,,,,,
Populus_spec._3_66312_WEFL_NLF.tif,,,,,,,,,,,0.94846,,,0.05154,
Larix_kaempferi_4_42211_WEFL_NLF.tif,,,,,,,,0.59986,0.25725,,,,,0.14289,
Fagus_sylvatica_4_26110_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Picea_abies_5_48727_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Larix_kaempferi_4_41675_WEFL_NLF.tif,,,,,,,,0.74297,,0.11407,,,,,
Larix_kaempferi_9_43062_WEFL_NLF.tif,,,,,,0.23889,,0.74659,,,,,,0.01452,
Betula_spec._3_15840_WEFL_NLF.tif,,,,0.50963,,,,0.4386,,,,,,0.05177,
Quercus_robur_8_88709_WEFL_NLF.tif,,,0.08862,0.13839,,,,,0.05189,,,,,0.7211,
Betula_spec._1_17891_WEFL_NLF.tif,,,,0.88615,,0.10838,,,,,,,0.00548,,
Quercus_rubra_4_93356_WEFL_NLF.tif,,,,,,,,,,0.05237,,,,0.94763,
Fagus_sylvatica_2_28066_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Fagus_sylvatica_6_28841_WEFL_NLF.tif,,,,,,0.88463,,,,,,,,0.03608,
Quercus_robur_8_89299_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Larix_decidua_3_36967_WEFL_NLF.tif,,,0.00049,,,,,0.15925,,,,,,,
Prunus_spec._2_71648_WEFL_NLF.tif,,,,,,,,,,,,0.8834,,0.1166,
Pseudotsuga_menziesii_3_77694_WEFL_NLF.tif,,,,,,,,,0.01802,0.08758,,,0.89441,,
Quercus_robur_2_88425_WEFL_NLF.tif,,,,0.00017,,,,,,,,,,0.99983,
Larix_decidua_3_38344_WEFL_NLF.tif,,,,,,,,0.86668,0.1089,,,,,0.02442,
Cleared_0_24371_WEFL_NLF.tif,,,0.01737,,0.85029,,,,,,,,,0.13235,
Prunus_spec._2_70764_WEFL_NLF.tif,,,,,0.23214,,,,,0.47192,,0.29593,,,
Quercus_robur_3_86023_WEFL_NLF.tif,,,0.09671,,0.03521,,,,,,,,,0.86808,
Abies_alba_2_1896_WEFL_NLF.tif,0.93812,,,,,,,,,,,,,0.06188,
Betula_spec._3_18691_WEFL_NLF.tif,,,,0.70262,,,,,,,,,,,
Quercus_rubra_3_94886_WEFL_NLF.tif,,,,,,,,,,0.05008,,,,0.94992,
Larix_kaempferi_3_43634_WEFL_NLF.tif,,,,,,,,0.99958,0.00042,,,,,,
Fraxinus_excelsior_3_30407_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Pinus_sylvestris_3_61883_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Quercus_rubra_2_93179_WEFL_NLF.tif,,,,,,0.0174,,,,,,,,0.9826,
Acer_pseudoplatanus_3_6603_WEFL_NLF.tif,,0.92465,,,,,,,,,,,,0.06988,
Quercus_petraea_10_80094_WEFL_NLF.tif,,,,,,0.30483,,,0.3068,,,,,0.38837,
Fraxinus_excelsior_9_33731_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Quercus_petraea_2_84585_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Quercus_robur_8_85150_WEFL_NLF.tif,,,,0.24468,,,,,0.15247,0.15581,,,,0.44704,
Fagus_sylvatica_8_27346_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Alnus_spec._2_14859_WEFL_NLF.tif,,,0.69171,,,,,,,0.30829,,,,,
Betula_spec._1_16209_WEFL_NLF.tif,,,,0.91295,,,,,0.08705,,,,,,
Pinus_sylvestris_3_61800_WEFL_NLF.tif,,,,,,,,,0.04891,0.95109,,,,,
Acer_pseudoplatanus_2_9177_WEFL_NLF.tif,,0.91162,,,,0.08838,,,,,,,,,
Quercus_petraea_8_80619_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Fagus_sylvatica_4_27481_WEFL_NLF.tif,,,,,,0.77661,0.10077,,0.11207,,,,0.00243,,
Fagus_sylvatica_6_29825_WEFL_NLF.tif,,,,,,0.8646,,0.05336,,0.06759,,,0.00199,,
Acer_pseudoplatanus_9_5438_WEFL_NLF.tif,,0.43388,,,,0.02872,0.25148,,,,,,,,
Pinus_sylvestris_3_61149_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Fagus_sylvatica_7_28302_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Fagus_sylvatica_1_29121_WEFL_NLF.tif,,,,,,0.94612,,,0.05388,,,,,,
Picea_abies_9_48656_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Quercus_rubra_1_91966_WEFL_NLF.tif,,,,,,,,,,0.01463,,,,0.98537,
Betula_spec._3_19811_WEFL_NLF.tif,,,,1,,,,,,,,,,,
Quercus_robur_6_88699_WEFL_NLF.tif,,,,,,,,,0.00061,,,,,0.99939,
Larix_kaempferi_9_44365_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Quercus_petraea_1_80735_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Acer_pseudoplatanus_1_8321_WEFL_NLF.tif,,0.93573,,,,,,,,,,,,,
Cleared_0_22860_WEFL_NLF.tif,,,0.11836,,0.85609,,,,,,,,,0.02554,
Fagus_sylvatica_1_27405_WEFL_NLF.tif,,,,,,0.92356,,,0.07644,,,,,,
Fagus_sylvatica_8_25034_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Alnus_spec._3_11237_WEFL_NLF.tif,,,0.88778,,,,,,,,0.11222,,,,
Pinus_sylvestris_3_60152_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Picea_abies_5_45947_WEFL_NLF.tif,,,0.15831,,,,,,0.84169,,,,,,
Betula_spec._2_16690_WEFL_NLF.tif,,,,0.92172,,,,,,0.04509,,,,0.03319,
Picea_abies_4_46626_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Cleared_0_22085_WEFL_NLF.tif,,,,,0.87571,,,,,,,,,,
Cleared_0_24336_WEFL_NLF.tif,,,,,0.56083,0.30242,,,0.13675,,,,,,
Abies_alba_5_1718_WEFL_NLF.tif,0.90327,,,,,,,,,,,,0.09673,,
Quercus_robur_2_86971_WEFL_NLF.tif,,,,,,,,,,0.0924,,,,0.87207,
Fagus_sylvatica_3_28861_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Larix_kaempferi_4_44694_WEFL_NLF.tif,,,,,,,,0.85586,,0.14414,,,,,
Larix_kaempferi_0_41804_WEFL_NLF.tif,,,,,,,,1,,,,,,,
Betula_spec._1_15969_WEFL_NLF.tif,,,,0.82846,,,,,0.05383,,,,,,
Cleared_0_20126_WEFL_NLF.tif,,,,,0.9967,,,,,,,,0.0033,,
Cleared_0_22639_WEFL_NLF.tif,,,,,0.74468,0.25532,,,,,,,,,
Cleared_0_22748_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Pseudotsuga_menziesii_3_77394_WEFL_NLF.tif,,,,,,,,,,0.06819,,,0.93181,,
Cleared_0_23895_WEFL_NLF.tif,,,,,0.84614,,,,,,,,,,
Quercus_rubra_3_90835_WEFL_NLF.tif,,,,,,,,,0.19711,,,,,0.80289,
Picea_abies_2_47310_WEFL_NLF.tif,,,,,,,,,0.2617,,,,,,
Quercus_rubra_5_94417_WEFL_NLF.tif,,,,,,,,,,,,,,0.89059,
Picea_abies_3_45912_WEFL_NLF.tif,,,,,,,,0.20869,0.65206,,,,,0.13925,
Abies_alba_9_1465_WEFL_NLF.tif,0.97332,,,,,,,0.02444,0.00224,,,,,,
Abies_alba_3_1742_WEFL_NLF.tif,0.89963,,,,,,,,,0.10037,,,,,
Fraxinus_excelsior_2_32361_WEFL_NLF.tif,,,,,,,1,,,,,,,,
Pseudotsuga_menziesii_0_76288_WEFL_NLF.tif,,,,,,,,,,,,,1,,
Cleared_0_23048_WEFL_NLF.tif,,,0.25442,,0.61945,,,,,,0.12613,,,,
Pinus_sylvestris_6_64617_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Larix_kaempferi_4_40929_WEFL_NLF.tif,0.15879,,,,,,,0.84121,,,,,,,
Fraxinus_excelsior_4_33463_WEFL_NLF.tif,,,,0.00096,,,0.99904,,,,,,,,
Acer_pseudoplatanus_2_7740_WEFL_NLF.tif,,0.81579,,,,0.1054,0.07881,,,,,,,,
Betula_spec._2_19091_WEFL_NLF.tif,,,,0.97615,,,,,0.02385,,,,,,
Cleared_0_20183_WEFL_NLF.tif,,,,,0.76683,,,,,,,,,0.23317,
Fagus_sylvatica_7_26622_WEFL_NLF.tif,,,,,,0.82266,,,0.17734,,,,,,
Quercus_robur_5_85736_WEFL_NLF.tif,,,,,,,,,,0.20717,,,0.00389,0.78895,
Picea_abies_4_49039_WEFL_NLF.tif,,,,,,,,,1,,,,,,
Acer_pseudoplatanus_3_5481_WEFL_NLF.tif,,0.91156,,,,,,,,,,,,,
Picea_abies_9_46669_WEFL_NLF.tif,,,,,,,,,0.93809,,,,,0.06191,
Acer_pseudoplatanus_4_6188_WEFL_NLF.tif,,0.83851,,,,,,,,,,,,0.01673,
Larix_kaempferi_4_41592_WEFL_NLF.tif,,,,,,,,0.42371,,0.57629,,,,,
Pinus_sylvestris_4_60979_WEFL_NLF.tif,,,,,,,,,,1,,,,,
Alnus_spec._2_12357_WEFL_NLF.tif,,,0.87176,,0.02734,,,,,,,,,0.10091,
Pseudotsuga_menziesii_3_76690_WEFL_NLF.tif,,,,,,,,,,0.02415,,,0.97585,,
Quercus_rubra_1_91464_WEFL_NLF.tif,,,,,,,,,0.08524,0.02534,,,,0.88943,
Cleared_0_22829_WEFL_NLF.tif,,,,,0.19711,,,,,,,,,,
Betula_spec._9_17374_WEFL_NLF.tif,,,,0.97476,,,,,,,,,,0.01372,
Quercus_rubra_3_92548_WEFL_NLF.tif,,,,,,,,0.28179,,0.20842,,,,0.50979,
Pseudotsuga_menziesii_0_77190_WEFL_NLF.tif,,,,,,,,,0.04887,,,,0.95113,,
Prunus_spec._2_74055_WEFL_NLF.tif,,,,,,,,,,,,1,,,
Populus_spec._4_66867_WEFL_NLF.tif,,,,,,,,,,,0.85594,,,,
Cleared_0_23871_WEFL_NLF.tif,,,,,1,,,,,,,,,,
Quercus_robur_1_85017_WEFL_NLF.tif,,,,,,,,,0.46542,,,,,0.53458,
Quercus_robur_7_85824_WEFL_NLF.tif,,,,,0.36337,0.14791,,,,,,,,0.48051,
Quercus_robur_6_89432_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Cleared_0_22683_WEFL_NLF.tif,,,,,0.73543,,,,0.22443,,,,,0.04014,
Larix_decidua_4_37876_WEFL_NLF.tif,,,,,,,,0.99435,,,,,0.00565,,
Quercus_petraea_7_83128_WEFL_NLF.tif,,,,,,,,,,,,,,0.95357,
Quercus_robur_5_88270_WEFL_NLF.tif,,,,,,,,,,,,,0.13212,0.86788,
Alnus_spec._3_10372_WEFL_NLF.tif,,,0.93566,,,,,,,,,,,0.06434,
Fagus_sylvatica_1_26839_WEFL_NLF.tif,,,,,,1,,,,,,,,,
Alnus_spec._4_10497_WEFL_NLF.tif,,,0.96548,,0.03452,,,,,,,,,,
Betula_spec._4_18984_WEFL_NLF.tif,,,0.13797,0.59257,,,,,,,,,,,
Picea_abies_5_49167_WEFL_NLF.tif,,0.60971,,,,,,,0.35935,,,,,,
Cleared_0_23021_WEFL_NLF.tif,,,,3.00E-05,0.23939,,,,0.76057,,,,,,
Quercus_petraea_3_80497_WEFL_NLF.tif,,,,,,,,,,0.13977,,,,0.86023,
Quercus_rubra_4_90673_WEFL_NLF.tif,,,,,,,,,,,0.04645,,,0.84343,
Alnus_spec._5_12317_WEFL_NLF.tif,,,0.54129,,0.25927,,,,,,,,,,
Pinus_sylvestris_4_60234_WEFL_NLF.tif,,,,,,,,,,0.84911,,,,,
Quercus_robur_5_87084_WEFL_NLF.tif,,,,,,,,,,,,,,1,
Populus_spec._3_68121_WEFL_NLF.tif,,,,,0.13837,,,,,,0.16126,,,,
Alnus_spec._4_11629_WEFL_NLF.tif,,,0.8373,,,,,,,,,,,,
Cleared_0_24994_WEFL_NLF.tif,,,,0.11331,0.70295,,,,,,,,0.18373,,
Fagus_sylvatica_9_29792_WEFL_NLF.tif,,,,,,1,,,,,,,,,
